accessibility,population_acc1km_percentage_young,population_acc1km_percentage_female,population_acc1km_percentage_child,population_acc1km_percentage_middle,population_acc1km_percentage_elder,population_acc1km_percentage_male,population_acc1km_percentage,population_acc1km_percentage_BuiltUp,population_acc1km_percentage_Other
10303.56,0.0,0.0,0.0,0.0,0.0,0.0,21.49,21.49,0.0
10303.85,3.68,4.34,3.07,1.43,0.79,4.64,8.97,8.97,0.0
10303.94,3.84,4.82,2.8,1.87,1.56,5.25,10.07,10.07,0.0
10303.95,2.13,4.87,2.33,2.16,2.98,4.73,9.6,9.6,0.0
10304.14,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
10304.34,0.01,0.01,0.01,0.0,0.01,0.01,0.02,0.0,0.02
10304.44,16.93,21.23,12.9,7.29,6.62,22.51,43.74,43.74,0.0
10304.53,13.49,18.42,10.02,6.5,7.52,19.12,37.54,37.54,0.0
10304.58,0.05,0.09,0.05,0.04,0.04,0.09,0.17,0.0,0.17
10304.62,0.01,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.02
10304.64,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01
10304.81,7.13,14.61,6.6,6.0,9.88,15.0,29.61,29.61,0.0
10305.46,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
10305.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10305.79,6.41,6.74,2.29,2.07,2.9,6.92,13.66,13.66,0.0
10305.87,12.52,14.75,10.44,4.85,2.7,15.76,30.52,30.52,0.0
10305.94,26.26,33.53,22.43,10.94,9.56,35.66,69.19,69.19,0.0
10306.11,0.89,1.48,0.62,0.56,0.88,1.48,2.96,2.96,0.0
10306.13,0.71,1.62,0.77,0.72,0.99,1.57,3.19,3.19,0.0
10306.56,1.46,1.7,0.96,0.53,0.56,1.8,3.51,3.51,0.0
10306.63,27.84,32.53,18.31,10.18,10.68,34.48,67.01,67.01,0.0
10306.71,3.39,6.48,2.79,2.81,4.11,6.62,0.0,0.0,0.0
10306.72,0.0,0.0,0.0,0.0,0.0,0.0,13.1,13.1,0.0
10306.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10306.94,9.04,12.96,4.58,4.38,7.36,12.4,25.37,25.36,0.01
10306.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10307.24,3.19,6.83,2.71,2.76,5.08,6.93,13.75,13.75,0.0
10307.41,2.89,5.2,2.18,2.38,3.07,5.33,10.52,10.52,0.0
10307.43,15.01,22.27,10.25,8.5,10.22,21.72,43.99,43.99,0.0
10308.06,13.7,13.13,5.49,3.97,3.83,13.85,26.98,26.98,0.0
10308.07,4.25,8.44,4.17,3.5,5.26,8.74,17.19,17.19,0.0
10308.45,0.33,0.48,0.28,0.17,0.23,0.53,1.01,0.0,1.01
10308.62,17.18,21.86,10.16,7.3,9.14,21.92,43.78,43.78,0.0
10308.63,0.01,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.02
10308.85,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
10308.88,0.81,1.61,0.8,0.67,1.01,1.67,3.28,3.28,0.0
10308.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10309.34,0.9,1.31,0.62,0.49,0.63,1.34,2.65,0.0,2.65
10309.35,2.07,3.73,1.57,1.71,2.21,3.83,7.56,7.56,0.0
10309.8,10.76,15.76,5.81,6.28,9.8,16.88,32.65,32.65,0.0
10310.01,15.24,24.19,11.86,10.1,11.56,24.57,48.76,48.76,0.0
10310.23,0.85,1.81,0.72,0.73,1.35,1.84,3.64,3.64,0.0
10310.34,36.53,43.06,30.48,14.16,7.89,46.0,89.06,89.06,0.0
10310.42,6.04,12.34,5.26,5.53,8.46,12.95,25.29,25.29,0.0
10310.67,2.52,4.14,2.23,1.57,2.36,4.54,8.68,8.68,0.0
10310.95,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01
10311.03,18.9,23.69,14.4,8.13,7.39,25.13,48.83,48.83,0.0
10311.4,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.02
10311.46,7.91,8.32,2.82,2.56,3.58,8.55,16.87,16.87,0.0
10311.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10311.9,0.0,0.0,0.0,0.0,0.0,0.0,38.54,38.54,0.0
10311.91,15.21,18.27,11.1,6.38,5.85,20.27,0.0,0.0,0.0
10312.21,0.41,0.82,0.4,0.34,0.51,0.85,1.66,1.66,0.0
10312.67,10.18,15.11,6.95,5.77,6.93,14.73,29.84,29.84,0.0
10313.33,6.2,8.88,3.14,3.0,5.04,8.5,17.38,17.38,0.0
10313.4,2.87,5.71,2.82,2.37,3.56,5.91,11.62,11.62,0.0
10313.45,5.27,10.76,4.59,4.82,7.38,11.3,22.05,22.05,0.0
10313.75,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01
10313.81,1.78,3.8,1.51,1.54,2.82,3.85,7.64,7.64,0.0
10313.92,19.81,19.0,7.94,5.74,5.53,20.03,39.03,39.03,0.0
10313.93,0.01,0.01,0.0,0.0,0.0,0.01,0.02,0.02,0.0
10313.97,23.08,22.14,9.25,6.69,6.45,23.34,45.47,45.47,0.0
10314.16,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.02
10314.28,5.08,10.09,4.98,4.18,6.29,10.45,20.54,20.54,0.0
10314.38,2.75,3.21,1.81,1.0,1.05,3.4,6.61,6.61,0.0
10314.47,37.41,43.71,24.61,13.67,14.35,46.33,90.04,90.04,0.0
10314.52,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.02
10314.62,4.3,6.28,2.98,2.36,3.04,6.4,12.67,12.67,0.0
10314.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10314.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10314.7,20.45,24.56,14.92,8.57,7.87,27.25,51.81,51.81,0.0
10314.95,7.54,9.91,4.62,3.76,4.44,10.45,20.36,20.36,0.0
10315.12,26.4,33.71,22.56,11.0,9.61,35.85,69.56,69.56,0.0
10315.41,7.69,11.26,4.15,4.49,7.0,12.06,23.33,23.33,0.0
10315.49,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
10315.96,0.01,0.01,0.01,0.01,0.0,0.01,0.02,0.0,0.02
10316.07,4.53,7.88,4.62,3.25,3.2,7.72,15.6,15.6,0.0
10316.11,2.1,4.18,2.06,1.73,2.6,4.32,8.5,8.5,0.0
10316.28,5.93,12.11,5.16,5.43,8.3,12.72,24.83,24.83,0.0
10316.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10316.39,17.19,20.07,8.31,6.95,7.3,19.67,39.74,39.74,0.0
10316.85,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0
10317.19,9.44,11.83,6.88,4.6,3.83,12.91,24.74,24.74,0.0
10317.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10317.95,1.99,4.26,1.69,1.73,3.17,4.32,8.59,8.59,0.0
10318.2,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01
10318.22,25.29,26.59,9.02,8.17,11.43,27.31,53.9,53.9,0.0
10318.23,8.32,12.2,4.88,5.16,6.65,12.81,25.01,25.01,0.0
10318.44,9.54,13.99,5.6,5.91,7.63,14.68,28.67,28.67,0.0
10318.46,19.68,24.68,15.0,8.47,7.7,26.17,50.85,50.85,0.0
10319.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10319.29,4.15,8.24,4.07,3.42,5.14,8.53,0.0,0.0,0.0
10319.3,0.0,0.0,0.0,0.0,0.0,0.0,16.77,16.77,0.0
10319.96,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
10319.97,11.9,14.94,8.01,5.59,5.37,15.93,30.87,30.87,0.0
10320.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10320.12,5.16,7.39,2.61,2.5,4.19,7.07,14.46,14.46,0.0
10320.17,0.16,0.17,0.06,0.05,0.07,0.18,0.35,0.35,0.0
10320.32,3.26,6.47,3.2,2.68,4.03,6.7,13.17,13.17,0.0
10320.39,1.48,2.67,1.12,1.22,1.58,2.74,5.41,5.41,0.0
10320.58,2.06,4.09,2.02,1.7,2.55,4.23,8.32,8.32,0.0
10320.69,0.02,0.03,0.02,0.01,0.01,0.03,0.07,0.0,0.07
10320.92,0.01,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.02
10321.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10321.28,25.22,24.18,10.11,7.31,7.04,25.49,49.68,49.68,0.0
10321.31,12.81,16.3,7.58,5.44,6.82,16.35,32.65,32.65,0.0
10321.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10322.45,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.02
10322.48,3.34,6.02,2.53,2.76,3.56,6.17,12.19,12.19,0.0
10322.54,6.79,9.95,3.67,3.96,6.18,10.66,20.6,20.6,0.0
10322.66,0.39,0.68,0.4,0.28,0.28,0.66,1.34,1.34,0.0
10322.67,3.44,7.36,2.92,2.98,5.48,7.46,14.82,14.82,0.0
10322.76,5.38,10.36,5.82,5.53,3.73,10.1,20.45,20.45,0.0
10323.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10323.5,19.37,23.26,14.13,8.12,7.45,25.81,49.06,49.06,0.0
10323.71,10.89,14.87,8.09,5.25,6.07,15.43,30.3,30.3,0.0
10323.73,16.17,22.07,12.0,7.79,9.01,22.9,44.97,44.97,0.0
10323.93,13.1,20.63,9.59,8.34,10.86,21.27,41.9,41.9,0.0
10324.33,22.22,28.37,18.98,9.25,8.09,30.17,58.54,58.54,0.0
10325.31,29.34,34.59,24.49,11.38,6.34,36.96,71.54,71.54,0.0
10325.44,18.77,23.97,16.03,7.82,6.83,25.49,49.45,49.45,0.0
10325.52,10.95,16.25,7.48,6.2,7.45,15.84,32.09,32.09,0.0
10325.63,1.89,3.76,1.86,1.56,2.34,3.89,7.65,7.65,0.0
10325.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10325.76,4.19,8.32,4.11,3.45,5.18,8.61,16.93,16.93,0.0
10325.85,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
10325.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10326.38,24.12,25.36,8.6,7.79,10.9,26.05,51.41,51.41,0.0
10326.52,4.19,4.46,1.65,1.61,1.57,4.55,9.01,9.01,0.0
10326.7,0.0,0.0,0.0,0.0,0.0,0.0,37.7,37.7,0.0
10326.71,14.53,18.25,9.78,6.82,6.56,19.45,0.0,0.0,0.0
10326.92,4.11,8.16,4.03,3.38,5.09,8.45,16.62,16.62,0.0
10327.27,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.02
10327.28,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0
10327.49,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01
10327.5,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01
10327.6,6.29,12.85,5.48,5.76,8.81,13.49,26.34,26.34,0.0
10327.96,2.0,4.27,1.7,1.73,3.18,4.34,8.61,8.61,0.0
10328.14,38.33,45.19,31.99,14.87,8.28,48.28,93.47,93.47,0.0
10329.09,15.27,14.65,6.12,4.43,4.27,15.44,30.09,30.09,0.0
10329.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10329.51,2.82,3.32,2.35,1.09,0.61,3.55,6.87,6.87,0.0
10329.66,13.23,14.08,5.2,5.09,4.95,14.38,28.46,28.46,0.0
10329.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10329.99,22.45,21.52,9.0,6.5,6.27,22.69,44.22,44.22,0.0
10330.36,0.01,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.02
10330.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10331.24,1.78,3.54,1.75,1.47,2.21,3.66,7.2,7.2,0.0
10331.26,14.47,18.17,9.74,6.79,6.53,19.36,37.53,37.53,0.0
10331.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10331.94,1.48,1.57,0.58,0.57,0.55,1.6,3.18,3.18,0.0
10331.99,2.21,3.98,1.67,1.83,2.35,4.08,8.06,8.06,0.0
10332.07,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.02
10332.66,0.01,0.01,0.01,0.0,0.01,0.01,0.02,0.0,0.02
10332.8,3.01,5.98,2.95,2.48,3.73,6.19,12.16,12.16,0.0
10332.86,0.0,0.0,0.0,0.0,0.0,0.0,20.88,20.88,0.0
10332.87,6.95,10.19,4.08,4.31,5.55,10.69,0.01,0.01,0.0
10332.91,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.02
10333.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10333.33,0.68,0.88,0.31,0.37,0.45,0.93,1.81,1.81,0.0
10333.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10333.64,8.17,11.99,4.8,5.07,6.53,12.58,24.57,24.57,0.0
10333.75,0.01,0.01,0.0,0.0,0.01,0.01,0.02,0.0,0.02
