value,evcs
35.50722,0
77.83223,0
22.460861,0
7.753375,0
41.625748,0
54.654526,0
13.76726,0
251.77095,0
218.67667,0
56.830437,0
459.26685,0
457.64642,0
373.8168,0
1048.0392,0
41.26014,0
39.677917,0
563.18506,0
523.74896,0
168.1011,0
182.48535,0
102.65833,0
125.682274,0
111.629456,0
1.1192998,0
0.102479085,0
5.4533777,0
1.0534126,0
7.455584,0
111.06096,0
57.88842,0
33.581146,0
10.623946,0
22.656437,0
56.862545,0
64.303665,0
0.9277911,0
3.647492,0
0.008355029,0
62.41384,0
109.39214,0
706.2157,0
461.94647,0
569.9851,0
115.96948,0
69.52935,0
522.93054,0
800.45154,0
1010.1623,0
1371.3665,0
1499.3722,0
442.33936,0
321.6789,0
303.91733,0
64.356255,0
74.37758,0
2231.198,0
1497.9711,0
1639.6332,0
1862.961,0
533.5705,0
3.3829183e-15,0
4.365067e-15,0
0.32746494,0
0.27046156,0
25.988888,0
20.341288,0
20.613493,0
27.28883,0
23.27134,0
33.364532,0
0.16896236,0
0.004036531,0
0.4371852,0
5.402583,0
1.1175118e-12,0
12.176873,0
19.785568,0
7.5470095,0
0.00051394023,0
0.0756712,0
197.56647,0
1261.3119,0
764.10547,0
1540.453,0
1707.2167,0
984.3244,0
1397.9602,0
622.0627,0
2132.7935,0
1679.5226,0
1459.6855,0
1541.2013,0
893.5741,0
1347.427,0
1298.4745,0
587.665,0
250.6715,0
109.71778,0
36.14738,0
0.09355512,0
0.0004049529,0
456.44684,0
215.74924,0
181.7026,0
1082.545,0
46.09119,0
9.150635,0
7.7188933e-14,0
0.005532357,0
0.014411325,0
166.60487,0
176.22626,0
207.18307,0
89.22149,0
122.97678,0
31.444931,0
0.080834605,0
175.01158,0
138.47766,0
1.2876916e-14,0
0.0009188932,0
0.0059143123,0
1.7092162,0
20.057934,0
78.56293,0
681.39496,0
219.05368,0
982.46606,0
1218.3934,0
1123.2797,0
956.3762,0
1082.2931,0
963.7333,0
1665.0767,0
1916.2733,0
785.4363,0
886.45514,0
509.44113,0
1493.3724,0
1283.6685,0
354.99796,0
150.35213,0
187.8706,0
0.10820243,0
10.719516,0
337.60358,0
234.57607,0
2.959989,0
67.38359,0
0.0076331124,0
1.7997909e-05,0
42.478233,0
10.012006,0
335.9954,0
707.3136,0
509.16336,0
157.68022,0
306.05542,0
586.83057,0
457.2153,0
17.298397,0
552.8787,0
915.1681,0
705.23444,0
786.15497,0
1203.8882,0
2026.6951,0
905.2448,0
669.9372,0
1941.5876,0
1185.9766,0
1732.3802,0
6.299267e-05,0
44.6109,0
0.0008399023,0
1111.594,0
1565.1147,0
0.01618512,0
95.96351,0
0.0021577491,0
864.60223,0
1025.9863,0
142.82884,0
574.44226,0
894.8187,0
265.26813,0
143.09935,0
239.78261,0
333.99805,0
1.6557064,0
457.37903,0
209.46262,0
198.4885,0
264.6359,0
2.1650083,0
614.08905,0
1399.7191,0
1799.045,0
2220.2651,0
1933.8473,0
1142.0117,0
1360.0254,0
176.15282,0
979.0458,0
1560.0438,0
1883.4333,0
1389.4333,0
349.6224,0
392.74966,0
1410.3773,0
1466.9938,0
291.04044,0
341.66562,0
565.798,0
1536.6931,0
676.1707,0
903.7629,0
630.6646,0
331.86868,0
188.96188,0
803.895,0
1022.69934,0
0.636434,0
203.20679,0
0.05453866,0
0.1470149,0
9.830781,0
1330.5205,0
1358.2924,0
479.22458,0
1774.597,0
1785.2614,0
143.2607,0
76.69925,0
768.1692,0
0.26087666,0
56.560253,0
44.554153,0
498.36664,0
1322.1598,0
2795.9204,0
0.74570227,0
798.79816,0
568.6835,0
5.9802427,0
329.58752,0
660.34607,0
6.311945,0
26.852962,0
527.08124,0
1426.313,0
6.647879,0
86.22119,0
21.628805,0
25.468012,0
72.91905,0
73.21499,0
0.08818075,0
7.848698,0
215.42032,0
2378.9907,0
194.58118,0
61.340366,0
15.712972,0
195.7427,0
116.67306,0
68.68595,0
0.061280876,0
2.1988614,0
1.4834155,0
5.808685,0
0.004637461,0
2.615668,0
9.9488325,0
9.170542,0
1774.7026,0
752.8326,0
334.1276,0
0.06529241,0
1.7087044,0
2.5628579,0
0.007982072,0
1.7709391,0
30.061815,0
29.57588,0
54.890453,0
14.346579,0
11.133565,0
28.280104,0
43.83559,0
25.626612,0
32.11113,0
23.59542,0
27.817072,0
14.2134285,0
39.142097,0
67.6228,0
12.9576645,0
777.4292,0
784.24603,0
754.9049,0
679.094,0
343.32272,0
104.63216,0
6.430579,0
5.213778,0
4.3456516,0
2.641652,0
899.7617,0
972.64075,0
1152.541,0
1429.0581,0
901.6655,0
853.9907,0
952.46893,0
1177.8208,0
581.9516,0
173.26881,0
565.18036,0
77.301834,0
198.6331,0
131.90228,0
72.892624,0
0.009926846,0
0.01848085,0
835.8736,0
1295.2898,0
1343.2417,0
950.9925,0
124.87182,0
11.185803,0
69.22304,0
128.10677,0
225.57181,0
8.479217,0
13.438042,0
28.476528,0
26.038912,0
13.879417,0
0.0004109522,0
0.013486432,0
2.0799732,0
1025.8754,0
965.741,0
1422.5059,0
1681.3689,0
1349.6708,0
40.753643,0
105.13363,0
7.610784,0
1328.7313,0
57.234802,0
136.35883,0
2.458584,0
25.930798,0
5.1555085,0
0.00039895362,0
0.024105197,0
5.82402,0
2.9883676,0
1129.1,0
1187.34,0
1332.5642,0
1521.3802,0
1475.7349,0
133.7401,0
2275.1824,0
2364.0618,0
3087.7722,0
1844.1187,0
412.93832,0
12.442578,0
0.06381058,0
0.0039865365,0
0.0022657367,0
3.405295,0
20.02886,0
1694.158,0
2229.5693,0
1826.0568,0
2859.168,0
2374.3486,0
1490.3904,0
261.7319,0
6.0597644,0
186.57149,0
359.22433,0
429.57297,0
1844.3094,0
1559.0353,0
1535.1179,0
1647.6096,0
1215.8105,0
430.84402,0
6.492052,0
2.0184424,0
0.03344011,0
2.9075658,0
21.013987,0
3030.1726,0
2101.0166,0
2776.5457,0
2867.8645,0
2248.9119,0
568.2471,0
0.0039775376,0
0.0022897338,0
0.64623386,0
4.80545,0
2352.13,0
2375.4324,0
2439.44,0
2565.5317,0
1861.0626,0
5.813197,0
22.176306,0
2665.9387,0
1974.1031,0
2102.952,0
2229.498,0
3725.7297,0
2881.1865,0
1223.5938,0
2757.376,0
4492.4707,0
3093.002,0
2757.1287,0
2919.8818,0
2887.4602,0
2859.716,0
2475.7642,0
2373.5532,0
1919.8663,0
2336.9087,0
0.78508174,0
2570.991,0
1455.9276,0
2978.362,0
3452.7368,0
2133.5652,0
1177.7035,0
1701.6451,0
1313.8123,0
2297.5579,0
1837.1174,0
1.0206374,0
1796.1686,0
1801.552,0
1634.0492,0
20.831003,0
11.534328,0
14.03087,0
2998.6167,0
1822.1586,0
2601.4824,0
1498.0282,0
998.7711,0
1294.8904,0
1173.3042,0
1840.2692,0
1924.5032,0
3.6355262,0
0.00050994067,0
3.1018772,0
369.31653,0
133.74362,0
6.64156,0
98.85007,0
29.467468,0
27.267393,0
16.000605,0
295.08652,0
230.87833,0
66.942444,0
258.90005,0
183.90872,0
110.75477,0
78.93418,0
100.72919,0
77.26664,0
108.96674,0
15.664858,0
89.975525,0
60.204704,0
0.5719365,0
2340.0847,0
2126.6882,0
1370.1456,0
1369.7598,0
2286.966,0
1197.8016,0
1339.8713,0
1042.8037,0
288.74164,0
3303.4358,0
2000.5573,0
2293.8364,0
2225.763,0
2381.144,0
3238.1802,0
2148.295,0
1664.9478,0
1362.7916,0
4.0973067,0
106.64773,0
55.7899,0
32.694126,0
135.82616,0
247.9703,0
2568.1865,0
2113.2708,0
2251.6875,0
1968.8392,0
2493.3794,0
2693.495,0
2045.693,0
892.77997,0
490.19296,0
1248.7557,0
397.7036,0
71.73875,0
391.77545,0
100.71255,0
1.3458564,0
2133.7148,0
2339.0283,0
1828.073,0
2428.5356,0
1796.342,0
998.58307,0
545.8969,0
1162.6832,0
210.5528,0
9.546305,0
71.14259,0
2076.48,0
2671.718,0
439.02704,0
517.21655,0
